project_id,encoded_project_id,project_name,hrera_project_name,registration_number,quarter_end_date,source_quarter_end_date,quarter_label,total_units,total_plots,total_apartments,total_garages,sold_upto_registration_units,sold_in_quarter_units,plots_sold_in_quarter,apartments_sold_in_quarter,garages_sold_in_quarter,cumulative_sold_units,cumulative_absorption_pct,cumulative_sold_units_raw,capped_at_total_units,plots_sold_upto_registration,apartments_sold_upto_registration,garages_sold_upto_registration,plinth_code,rera_number,quarterly_schedule_url
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2024-12-31,31/12/2024,OCT-DEC,428,0,428,0,0,0,0,0,0,351,82.01%,351,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2025-03-31,31/03/2025,JAN-MAR,428,0,428,0,0,0,0,0,0,351,82.01%,351,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2025-06-30,31/06/2025,APR-JUN,428,0,428,0,0,1,0,1,0,352,82.24%,352,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2025-09-30,30/09/2025,JUL-SEP,428,0,428,0,0,0,0,0,0,352,82.24%,352,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2025-12-31,31/12/2025,OCT-DEC,428,0,428,0,0,0,0,0,0,352,82.24%,352,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2026-03-31,31/03/2026,JAN-MAR,428,0,428,0,0,0,0,0,0,352,82.24%,352,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2026-06-30,31/06/2026,APR-JUN,428,0,911,0,0,0,0,0,0,352,82.24%,352,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2020-06-30,31/06/2020,APR-JUN,428,0,428,0,0,21,0,21,0,21,4.91%,21,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2020-09-30,30/09/2020,JUL-SEP,428,0,428,0,0,20,0,20,0,41,9.58%,41,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2020-12-31,31/12/2020,OCT-DEC,428,0,428,0,0,9,0,9,0,50,11.68%,50,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2021-03-31,31/03/2021,JAN-MAR,428,0,428,0,0,25,0,25,0,75,17.52%,75,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2021-06-30,31/06/2021,APR-JUN,428,0,428,0,0,5,0,5,0,80,18.69%,80,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2021-09-30,30/09/2021,JUL-SEP,428,0,428,0,0,19,0,19,0,99,23.13%,99,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2021-12-31,31/12/2021,OCT-DEC,428,0,428,0,0,12,0,12,0,111,25.93%,111,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2022-03-31,31/03/2022,JAN-MAR,428,0,428,0,0,144,0,144,0,255,59.58%,255,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2022-06-30,31/06/2022,APR-JUN,428,0,428,0,0,30,0,30,0,285,66.59%,285,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2022-09-30,30/09/2022,JUL-SEP,428,0,428,0,0,43,0,43,0,328,76.64%,328,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2022-12-31,31/12/2022,OCT-DEC,428,0,428,0,0,12,0,12,0,340,79.44%,340,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2023-03-31,31/03/2023,JAN-MAR,428,0,428,0,0,3,0,3,0,343,80.14%,343,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2023-06-30,31/06/2023,APR-JUN,428,0,428,0,0,0,0,0,0,343,80.14%,343,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2023-09-30,30/09/2023,JUL-SEP,428,0,428,0,0,7,0,7,0,350,81.78%,350,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2023-12-31,31/12/2023,OCT-DEC,428,0,428,0,0,0,0,0,0,350,81.78%,350,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2024-03-31,31/03/2024,JAN-MAR,428,0,428,0,0,0,0,0,0,350,81.78%,350,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2024-06-30,31/06/2024,APR-JUN,428,0,428,0,0,0,0,0,0,350,81.78%,350,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2024-09-30,30/09/2024,JUL-SEP,428,0,428,0,0,1,0,1,0,351,82.01%,351,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2024-12-31,31/12/2024,OCT-DEC,428,0,428,0,0,0,0,0,0,351,82.01%,351,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2025-03-31,31/03/2025,JAN-MAR,428,0,428,0,0,0,0,0,0,351,82.01%,351,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2025-06-30,31/06/2025,APR-JUN,428,0,428,0,0,1,0,1,0,352,82.24%,352,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2025-09-30,30/09/2025,JUL-SEP,428,0,428,0,0,0,0,0,0,352,82.24%,352,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2025-12-31,31/12/2025,OCT-DEC,428,0,428,0,0,0,0,0,0,352,82.24%,352,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2026-03-31,31/03/2026,JAN-MAR,428,0,428,0,0,0,0,0,0,352,82.24%,352,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2026-06-30,31/06/2026,APR-JUN,428,0,911,0,0,0,0,0,0,352,82.24%,352,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2020-06-30,31/06/2020,APR-JUN,428,0,428,0,0,21,0,21,0,21,4.91%,21,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2020-09-30,30/09/2020,JUL-SEP,428,0,428,0,0,20,0,20,0,41,9.58%,41,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2020-12-31,31/12/2020,OCT-DEC,428,0,428,0,0,9,0,9,0,50,11.68%,50,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2021-03-31,31/03/2021,JAN-MAR,428,0,428,0,0,25,0,25,0,75,17.52%,75,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2021-06-30,31/06/2021,APR-JUN,428,0,428,0,0,5,0,5,0,80,18.69%,80,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2021-09-30,30/09/2021,JUL-SEP,428,0,428,0,0,19,0,19,0,99,23.13%,99,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2021-12-31,31/12/2021,OCT-DEC,428,0,428,0,0,12,0,12,0,111,25.93%,111,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2022-03-31,31/03/2022,JAN-MAR,428,0,428,0,0,144,0,144,0,255,59.58%,255,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2022-06-30,31/06/2022,APR-JUN,428,0,428,0,0,30,0,30,0,285,66.59%,285,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2022-09-30,30/09/2022,JUL-SEP,428,0,428,0,0,43,0,43,0,328,76.64%,328,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2022-12-31,31/12/2022,OCT-DEC,428,0,428,0,0,12,0,12,0,340,79.44%,340,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2023-03-31,31/03/2023,JAN-MAR,428,0,428,0,0,3,0,3,0,343,80.14%,343,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2023-06-30,31/06/2023,APR-JUN,428,0,428,0,0,0,0,0,0,343,80.14%,343,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2023-09-30,30/09/2023,JUL-SEP,428,0,428,0,0,7,0,7,0,350,81.78%,350,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2023-12-31,31/12/2023,OCT-DEC,428,0,428,0,0,0,0,0,0,350,81.78%,350,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2024-03-31,31/03/2024,JAN-MAR,428,0,428,0,0,0,0,0,0,350,81.78%,350,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2024-06-30,31/06/2024,APR-JUN,428,0,428,0,0,0,0,0,0,350,81.78%,350,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2024-09-30,30/09/2024,JUL-SEP,428,0,428,0,0,1,0,1,0,351,82.01%,351,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2024-12-31,31/12/2024,OCT-DEC,428,0,428,0,0,0,0,0,0,351,82.01%,351,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2025-03-31,31/03/2025,JAN-MAR,428,0,428,0,0,0,0,0,0,351,82.01%,351,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2025-06-30,31/06/2025,APR-JUN,428,0,428,0,0,1,0,1,0,352,82.24%,352,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2025-09-30,30/09/2025,JUL-SEP,428,0,428,0,0,0,0,0,0,352,82.24%,352,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2025-12-31,31/12/2025,OCT-DEC,428,0,428,0,0,0,0,0,0,352,82.24%,352,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2026-03-31,31/03/2026,JAN-MAR,428,0,428,0,0,0,0,0,0,352,82.24%,352,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2026-06-30,31/06/2026,APR-JUN,428,0,911,0,0,0,0,0,0,352,82.24%,352,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2020-06-30,31/06/2020,APR-JUN,428,0,428,0,0,21,0,21,0,21,4.91%,21,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2020-09-30,30/09/2020,JUL-SEP,428,0,428,0,0,20,0,20,0,41,9.58%,41,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2020-12-31,31/12/2020,OCT-DEC,428,0,428,0,0,9,0,9,0,50,11.68%,50,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2021-03-31,31/03/2021,JAN-MAR,428,0,428,0,0,25,0,25,0,75,17.52%,75,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2021-06-30,31/06/2021,APR-JUN,428,0,428,0,0,5,0,5,0,80,18.69%,80,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2021-09-30,30/09/2021,JUL-SEP,428,0,428,0,0,19,0,19,0,99,23.13%,99,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2021-12-31,31/12/2021,OCT-DEC,428,0,428,0,0,12,0,12,0,111,25.93%,111,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2022-03-31,31/03/2022,JAN-MAR,428,0,428,0,0,144,0,144,0,255,59.58%,255,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2022-06-30,31/06/2022,APR-JUN,428,0,428,0,0,30,0,30,0,285,66.59%,285,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2022-09-30,30/09/2022,JUL-SEP,428,0,428,0,0,43,0,43,0,328,76.64%,328,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2022-12-31,31/12/2022,OCT-DEC,428,0,428,0,0,12,0,12,0,340,79.44%,340,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2023-03-31,31/03/2023,JAN-MAR,428,0,428,0,0,3,0,3,0,343,80.14%,343,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2023-06-30,31/06/2023,APR-JUN,428,0,428,0,0,0,0,0,0,343,80.14%,343,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
517,NTE3,Godrej Meridien Grandeur,GODREJ MERIDIEN PHASE III,GGM/393/125/2020/09 DATED 10.02.2020,2023-09-30,30/09/2023,JUL-SEP,428,0,428,0,0,7,0,7,0,350,81.78%,350,false,0,0,0,GGM-106-MG,GGM/393/125/2020/09,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/NTE3/MjAxOQ==
