project_id,encoded_project_id,project_name,hrera_project_name,registration_number,quarter_end_date,source_quarter_end_date,quarter_label,total_units,total_plots,total_apartments,total_garages,sold_upto_registration_units,sold_in_quarter_units,plots_sold_in_quarter,apartments_sold_in_quarter,garages_sold_in_quarter,cumulative_sold_units,cumulative_absorption_pct,cumulative_sold_units_raw,capped_at_total_units,plots_sold_upto_registration,apartments_sold_upto_registration,garages_sold_upto_registration,plinth_code,rera_number,quarterly_schedule_url
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2020-12-31,31/12/2020,OCT-DEC,565,0,0,0,0,0,0,0,0,7,1.24%,7,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2021-03-31,31/03/2021,JAN-MAR,565,0,565,0,0,9,0,9,0,16,2.83%,16,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2021-06-30,31/06/2021,APR-JUN,565,0,565,0,0,3,0,3,0,19,3.36%,19,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2021-09-30,30/09/2021,JUL-SEP,565,0,565,0,0,2,0,2,0,21,3.72%,21,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2021-12-31,31/12/2021,OCT-DEC,565,0,565,0,0,42,0,42,0,63,11.15%,63,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2022-03-31,31/03/2022,JAN-MAR,565,0,565,0,0,36,0,36,0,99,17.52%,99,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2022-06-30,31/06/2022,APR-JUN,565,0,565,0,0,18,0,18,0,117,20.71%,117,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2022-09-30,30/09/2022,JUL-SEP,565,0,565,0,0,14,0,14,0,131,23.19%,131,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2022-12-31,31/12/2022,OCT-DEC,565,0,565,0,0,4,0,4,0,135,23.89%,135,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2023-03-31,31/03/2023,JAN-MAR,565,0,565,0,0,2,0,2,0,137,24.25%,137,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2023-06-30,31/06/2023,APR-JUN,565,0,565,0,0,138,0,138,0,275,48.67%,275,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2023-09-30,30/09/2023,JUL-SEP,565,0,565,0,0,77,0,77,0,352,62.30%,352,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2023-12-31,31/12/2023,OCT-DEC,565,0,565,0,0,1,0,1,0,353,62.48%,353,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2024-03-31,31/03/2024,JAN-MAR,565,0,511,0,0,3,0,3,0,356,63.01%,356,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2024-06-30,31/06/2024,APR-JUN,565,0,511,0,0,30,0,30,0,386,68.32%,386,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2024-09-30,30/09/2024,JUL-SEP,565,0,511,0,0,21,0,21,0,407,72.04%,407,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2024-12-31,31/12/2024,OCT-DEC,565,0,511,0,0,17,0,17,0,424,75.04%,424,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2025-03-31,31/03/2025,JAN-MAR,565,0,499,0,0,20,0,20,0,444,78.58%,444,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2025-06-30,31/06/2025,APR-JUN,565,0,499,0,0,11,0,11,0,455,80.53%,455,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2025-09-30,30/09/2025,JUL-SEP,565,0,499,0,0,12,0,12,0,467,82.65%,467,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2025-12-31,31/12/2025,OCT-DEC,565,0,499,0,0,6,0,6,0,473,83.72%,473,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2026-03-31,31/03/2026,JAN-MAR,565,0,499,0,0,14,0,14,0,487,86.19%,487,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2020-03-31,31/03/2020,JAN-MAR,565,0,0,0,0,0,0,0,0,0,0.00%,0,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2020-06-30,31/06/2020,APR-JUN,565,0,565,0,0,5,0,5,0,5,0.88%,5,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2020-09-30,30/09/2020,JUL-SEP,565,0,565,0,0,2,0,2,0,7,1.24%,7,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2020-12-31,31/12/2020,OCT-DEC,565,0,0,0,0,0,0,0,0,7,1.24%,7,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2021-03-31,31/03/2021,JAN-MAR,565,0,565,0,0,9,0,9,0,16,2.83%,16,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2021-06-30,31/06/2021,APR-JUN,565,0,565,0,0,3,0,3,0,19,3.36%,19,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2021-09-30,30/09/2021,JUL-SEP,565,0,565,0,0,2,0,2,0,21,3.72%,21,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2021-12-31,31/12/2021,OCT-DEC,565,0,565,0,0,42,0,42,0,63,11.15%,63,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2022-03-31,31/03/2022,JAN-MAR,565,0,565,0,0,36,0,36,0,99,17.52%,99,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2022-06-30,31/06/2022,APR-JUN,565,0,565,0,0,18,0,18,0,117,20.71%,117,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2022-09-30,30/09/2022,JUL-SEP,565,0,565,0,0,14,0,14,0,131,23.19%,131,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2022-12-31,31/12/2022,OCT-DEC,565,0,565,0,0,4,0,4,0,135,23.89%,135,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2023-03-31,31/03/2023,JAN-MAR,565,0,565,0,0,2,0,2,0,137,24.25%,137,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2023-06-30,31/06/2023,APR-JUN,565,0,565,0,0,138,0,138,0,275,48.67%,275,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2023-09-30,30/09/2023,JUL-SEP,565,0,565,0,0,77,0,77,0,352,62.30%,352,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2023-12-31,31/12/2023,OCT-DEC,565,0,565,0,0,1,0,1,0,353,62.48%,353,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2024-03-31,31/03/2024,JAN-MAR,565,0,511,0,0,3,0,3,0,356,63.01%,356,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2024-06-30,31/06/2024,APR-JUN,565,0,511,0,0,30,0,30,0,386,68.32%,386,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2024-09-30,30/09/2024,JUL-SEP,565,0,511,0,0,21,0,21,0,407,72.04%,407,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2024-12-31,31/12/2024,OCT-DEC,565,0,511,0,0,17,0,17,0,424,75.04%,424,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2025-03-31,31/03/2025,JAN-MAR,565,0,499,0,0,20,0,20,0,444,78.58%,444,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2025-06-30,31/06/2025,APR-JUN,565,0,499,0,0,11,0,11,0,455,80.53%,455,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2025-09-30,30/09/2025,JUL-SEP,565,0,499,0,0,12,0,12,0,467,82.65%,467,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2025-12-31,31/12/2025,OCT-DEC,565,0,499,0,0,6,0,6,0,473,83.72%,473,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2026-03-31,31/03/2026,JAN-MAR,565,0,499,0,0,14,0,14,0,487,86.19%,487,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2020-03-31,31/03/2020,JAN-MAR,565,0,0,0,0,0,0,0,0,0,0.00%,0,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2020-06-30,31/06/2020,APR-JUN,565,0,565,0,0,5,0,5,0,5,0.88%,5,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2020-09-30,30/09/2020,JUL-SEP,565,0,565,0,0,2,0,2,0,7,1.24%,7,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2020-12-31,31/12/2020,OCT-DEC,565,0,0,0,0,0,0,0,0,7,1.24%,7,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2021-03-31,31/03/2021,JAN-MAR,565,0,565,0,0,9,0,9,0,16,2.83%,16,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2021-06-30,31/06/2021,APR-JUN,565,0,565,0,0,3,0,3,0,19,3.36%,19,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2021-09-30,30/09/2021,JUL-SEP,565,0,565,0,0,2,0,2,0,21,3.72%,21,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2021-12-31,31/12/2021,OCT-DEC,565,0,565,0,0,42,0,42,0,63,11.15%,63,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2022-03-31,31/03/2022,JAN-MAR,565,0,565,0,0,36,0,36,0,99,17.52%,99,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2022-06-30,31/06/2022,APR-JUN,565,0,565,0,0,18,0,18,0,117,20.71%,117,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2022-09-30,30/09/2022,JUL-SEP,565,0,565,0,0,14,0,14,0,131,23.19%,131,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2022-12-31,31/12/2022,OCT-DEC,565,0,565,0,0,4,0,4,0,135,23.89%,135,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2023-03-31,31/03/2023,JAN-MAR,565,0,565,0,0,2,0,2,0,137,24.25%,137,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2023-06-30,31/06/2023,APR-JUN,565,0,565,0,0,138,0,138,0,275,48.67%,275,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2023-09-30,30/09/2023,JUL-SEP,565,0,565,0,0,77,0,77,0,352,62.30%,352,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2023-12-31,31/12/2023,OCT-DEC,565,0,565,0,0,1,0,1,0,353,62.48%,353,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2024-03-31,31/03/2024,JAN-MAR,565,0,511,0,0,3,0,3,0,356,63.01%,356,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2024-06-30,31/06/2024,APR-JUN,565,0,511,0,0,30,0,30,0,386,68.32%,386,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2024-09-30,30/09/2024,JUL-SEP,565,0,511,0,0,21,0,21,0,407,72.04%,407,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2024-12-31,31/12/2024,OCT-DEC,565,0,511,0,0,17,0,17,0,424,75.04%,424,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2025-03-31,31/03/2025,JAN-MAR,565,0,499,0,0,20,0,20,0,444,78.58%,444,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2025-06-30,31/06/2025,APR-JUN,565,0,499,0,0,11,0,11,0,455,80.53%,455,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
330,MzMw,Central Park Belaperla,BELLA VISTA - CENTRAL PARK RESORTS,GGM/379/111/2019/73 DATED 23.12.2019,2025-09-30,30/09/2025,JUL-SEP,565,0,499,0,0,12,0,12,0,467,82.65%,467,false,0,0,0,GGM-48-BEL,GGM/379/111/2019/73,https://haryanarera.gov.in/assistancecontrol/print_quarterly_schedules/Mg==/MzMw/MjAxOQ==
